Glaze name,Cone,Color,Testing,Surface,Firing,Transparency,Recipe1,Recipe2,Recipe3,Recipe4,Recipe5,Recipe6,Recipe7,Recipe8,Recipe9,Recipe10,Recipe11,Recipe12,Recipe13,Recipe14
Old Gold Albany,5 - 6,Gold?,Untested,Satin-Glossy,Ox or Red,,Albany slip	6240.00,Lithium carbonate	800.00,Zircopax	960.00,,,,,,,,,,,
Orange Brown Speckled Tan number 288,6 - 8,,Untested,Texture,reduction,Opaque,Custer feldspar	53.00,Whiting	22.00,Barium carbonate	16.00,EPK	9.00,,,,,,,,,,
Orange Brown Speckled Tan number 288,6 - 8,,Untested,Texture,reduction,Opaque,Custer feldspar	53.00,Whiting	22.00,Barium carbonate	16.00,EPK	9.00,,,,,,,,,,
Orange Red,6,Red,,Gloss,Oxidation,Opaque,Potash feldspar	46.70,EPK	4.00,Bone ash	15.00,Lithium carbonate	4.00,Talc	16.90,Flint	11.40,Red iron oxide	11.00,Bentonite	2.00,,,,,,
Orange-Red Base,6,Orange-brown,,Gloss,Oxidation,Opaque,Custer feldspar	46.70,Kaolin	4.00,Bone ash	15.00,Lithium carbonate	4.00,Talc	16.90,Flint	11.40,Bentonite	2.00,Red iron oxide	11.50,,,,,,
Orange/Brown gloss Kemp 8,6 - 7,dark orange/brown,Untested,Shiny or Glossy,Ox. or Red.,,Potash feldspar	40.00,Zinc oxide	4.00,Dolomite	3.00,Whiting	15.00,Kaolin	5.00,Silica	33.00,Red iron oxide	4.00,,,,,,,
original c6 matte,6,,,matte,oxidation,,F-4 feldspar	45.00,Whiting	18.00,Kentucky OM #4	25.00,Zinc oxide	12.00,,,,,,,,,,
OSB,6,white to orange,Untested,shiny,Ox. or Red.,,Soda feldspar	45.45,Silica	33.33,Whiting	4.04,Talc	7.07,Kaolin	5.05,Soda ash	5.05,Tin oxide	10.10,,,,,,,
Oxblood,6,copper red,Untested,,reduction,,Nepheline syenite	55.33,Gerstley borate	12.61,Whiting	10.71,Silica	21.35,Copper Oxide	0.39,Tin oxide	0.99,,,,,,,,
Ozona gritty slip variations,6,tan - add color,,stony slip or engobe,,,A.P. Green fireclay	70.00,GoldArt	20.00,Ball clay	10.00,,,,,,,,,,,
Ozona White,6,stony white,,stony slip or engobe,,,A.P. Green fireclay	70.00,Cedar Heights Goldart	20.00,Ball clay	10.00,,,,,,,,,,,
Pale Rutile Blue,6,pale blue,,,oxidation,,Gerstley borate	8.45,Magnesium carbonate	1.86,Whiting	15.30,Wood ash	14.54,Nepheline syenite	15.55,Kaolin	10.91,Flint	33.39,Rutile	1.69,,,,,,
Parker Gloss,5,clear transparent,,gloss,,,Custer feldspar	43.00,Gerstley borate	20.00,Whiting	2.00,Zinc oxide	3.00,Barium carbonate	6.00,EPK	2.00,Silica	24.00,,,,,,,
Patti's Crystal Clear,5 - 7,transparent clear,,glossy shiny,,,Gerstley borate	21.00,Whiting	8.00,Nepheline syenite	30.00,Kaolin	10.00,Flint	31.00,,,,,,,,,
Paul's White,6,white,,,,,Gerstley borate	15.70,Talc	8.60,Whiting	12.00,Custer feldspar	43.00,EPK	8.60,Flint	12.10,Zircopax	8.10,,,,,,,
Pearly,6,pearly orange w/yellow,,glossy,,,Flint	32.70,Whiting	19.70,EPK	12.10,Zinc oxide	6.60,Magnesium carbonate	2.70,K-200 feldspar	26.30,Rutile	10.00,,,,,,,
Permanent Tan,6,tan,,,oxidation,,Wollastonite	30.33,Talc	8.88,Spodumene	49.77,EPK	11.02,,,,,,,,,,
Persimmon,6,red brown,Untested,,Ox. or Red.,,Gerstley borate	46.08,Kaolin	22.55,Silica	29.41,Soda ash	1.96,Red iron oxide	9.80,,,,,,,,,
Peter's Metallic Black,5 - 10,,,,,,Custer feldspar	78.84,Colemanite	10.69,Whiting	5.51,EPK	4.96,Copper carbonate	4.19,Manganese dioxide	4.19,Cobalt carbonate	2.09,,,,,,,
PG-2 Transparent Gloss,6,clear,,satin,,,Nepheline syenite	40.17,Gerstley borate	24.35,Silica	17.74,EPK	17.74,Bentonite	0.87,,,,,,,,,
Pink,6,pink,,,,,Gerstley borate	21.00,Nepheline syenite	16.00,Kaolin	11.00,Whiting	20.00,Silica	32.00,Tin oxide	5.00,Chromium oxide	0.15,,,,,,,
Pink Base,5,Translucent White,,,,,Ferro frit 3134	20.59,Kaolin	22.79,Silica	42.65,Whiting	13.97,,,,,,,,,,
Pink Bright,6-7,mauve,,Satin matt,Oxidation,Opaque,Nepheline syenite	43.30,Whiting	20.00,Lithium carbonate	16.70,Barium carbonate	5.00,Gerstley borate	8.30,Silica	6.70,Tin oxide	8.30,chrome oxide	0.40,,,,,,
Pink Cr-Sn Matt,6,Pale pink,Untested,Semi matt,oxidation,Opaque,Potash feldspar	140.90,Whiting	90.90,Talc	45.50,Kaolin	131.80,Silica	45.50,Zinc oxide	45.50,Tin oxide	22.80,Chrome oxide	9.10,,,,,,
Pink Cr-Sn MME,6,Pale pink,,Semi matt,,,Potash feldspar	28.20,Whiting	18.20,Talc	9.10,Kaolin	26.40,Silica	9.10,Zinc oxide	9.10,Tin oxide	4.60,chrome oxide	1.80,,,,,,
Pink Glaze,5,Pink,,,Oxidation,Opaque,Frit 140	48.00,Zinc oxide	24.00,Kaolin	28.00,Chrome oxide	2.00,,,,,,,,,,
Pink Nickel,6,plum,Untested,Matt,oxidation,Opaque,Lithium carbonate	3.12,Barium carbonate	41.67,Zinc oxide	12.50,Nepheline syenite	26.04,Silica	16.67,Bentonite	4.17,Nickel oxide	1.56,,,,,,,
Pink Pale Matt,6,Pale pink,Untested,Semi matt,oxidation,Opaque,Potash feldspar	28.18,Whiting	18.18,Talc	9.09,Kaolin	26.36,Silica	9.09,Zinc oxide	9.09,Tin oxide	4.55,Chrome oxide	1.82,,,,,,
Pink Powder Box,5 - 6,pink,,matte,oxidation,,Kentucky OM #4	15.79,Ferro frit 3134	52.63,Whiting	5.26,Silica (300m)	26.32,Bentonite	2.11,Titanium dioxide	1.05,,,,,,,,
Pinnell Strontium Matt Glaze,6,,,matt,,,Lithium carbonate	1.00,Strontium carbonate	20.00,Nepheline syenite	60.00,Ball clay	10.00,Silica	9.00,,,,,,,,,
Plainsman Clear,6,clear,,,,,Ferro frit 3134	50.00,Kaolin	30.00,Silica	20.00,,,,,,,,,,,
Pleasant Brown,6,brown,,shiny glossy,,,Alberta slip	62.50,Gerstley borate	20.83,Potash feldspar	8.33,EPK	8.33,Tin oxide	3.33,,,,,,,,,
Plum Ed's,6,light pink,,Gloss,Ox. or Red.,Opaque,Nepheline syenite	50.60,Gerstley borate	8.80,EPK	4.60,Whiting	22.10,Flint	13.80,Bentonite	0.90,Tin oxide	8.30,Potassium bichromate	0.90,,,,,,
Plum Ed's,6,light pink,,,,,Nepheline syenite	50.60,Gerstley borate	8.80,EPK	4.60,Whiting	22.10,Flint	13.80,Bentonite	0.90,Tin oxide	8.30,Potassium bichromate	0.90,,,,,,
Plum Ed's 6,6,light pink,Untested,,Oxidation,,neph sy	50.64,Gerstley borate	8.84,EPK	4.61,Whiting	22.10,Flint	13.81,Bentonite	0.92,Tin oxide	8.28,Potassium dichromate	0.92,,,,,,
PMSP 4 Base,6 - 8,clear,,glossy,oxidation,,Frit 3134	25.40,Nepheline syenite	8.00,Wollastonite	19.60,EPK	22.50,Flint	24.50,,,,,,,,,
Polished Matt,5 - 6,,Untested,Satin Matt,Ox or Red,,Kona F-4 Spar	1600.00,Custer spar	1600.00,Spodumene	1600.00,Dolomite	1600.00,Whiting	400.00,Kaolin	1200.00,Tin oxide	480.00,,,,,,,
Powder Box Pink,5 - 6,pink,,matte,oxidation,,Kentucky OM #4	15.79,Ferro frit 3134	52.63,Whiting	5.26,Silica (300m)	26.32,Bentonite	2.11,Titanium dioxide	1.05,,,,,,,,
Purple,6,purple,Untested,?,oxidation,,Potash feldspar	37.00,Gerstley borate	12.00,Dolomite	6.00,Talc	14.00,Kaolin	5.00,Silica	23.00,Zinc oxide	3.00,Cobalt carbonate	2.00,,,,,,
Purple Brilliant Matt,6,purple,Untested,matt,oxidation,,Nepheline syenite	22.80,Silica	12.10,Strontium carbonate	36.20,Lithium carbonate	6.00,Kaolin	22.80,Copper carbonate	8.40,,,,,,,,
Purple Eggplant,6,purple,Untested,Gloss,oxidation,,Soda feldspar	45.70,Flint	15.20,Talc	12.70,Gerstley borate	12.90,Dolomite	9.00,EPK	4.50,Bentonite	1.00,Cobalt carbonate	2.00,Manganese carbonate	5.00,,,,,
Purple Eggplant,6,purple,,Semi-gloss,Ox. or Red.,Opaque,Soda feldspar	45.70,Flint	15.20,Talc	12.70,Gerstley borate	12.90,Dolomite	9.00,EPK	4.50,Bentonite	1.00,Cobalt carbonate	2.00,Manganese carbonate	5.00,,,,,
Purple Eggplant,6,purple,,Waxy,,Opaque,Soda feldspar	43.50,Flint	14.50,Talc	12.10,Gerstley borate	12.30,Dolomite	8.60,EPK	4.30,Manganese carbonate	4.80,Bentonite	1.00,Cobalt carbonate	1.90,,,,,
Purple Elyse's Matt,6,Purple,,Matt,Oxidation,Semi-opaque,Gerstley borate	3.00,Magnesium carb	3.00,Whiting	22.00,Nepheline syenite	23.00,Kaolin	20.00,Flint	29.00,,,,,,,,
Purple Emily's,6-8,Blue to purple,Tested,Semi-gloss,Ox. or Red.,Opaque,Custer feldspar	34.00,Gerstley borate	18.00,OM#4 Ball clay	11.00,Talc	14.00,Flint	10.00,Dolomite	6.00,Zircopax	10.00,Cobalt oxide	3.00,,,,,,
Purple Jeannie's,6,Purple,,Gloss,Oxidation,Opaque,Nepheline syenite	18.00,Frit 3134	14.00,Whiting	20.00,Kentucky OM #4	18.00,Silica	30.00,Chrome oxide	0.20,Tin oxide	3.75,Cobalt carbonate	0.60,,,,,,
Purple Matt Elyse's,6,Purple,,Waxy,Oxidation,Opaque,Gerstley borate	3.00,Magnesium carbonate	3.00,Whiting	22.00,Nepheline syenite	23.00,Kaolin	20.00,Flint	29.00,,,,,,,,
Purple Matt Elyse's no GB,6,Purple,,Waxy,Oxidation,Opaque,Dolomite	6.60,Whiting	19.10,Nepheline syenite	23.00,Kaolin - theoretical	16.70,Silica	28.80,Frit 3195	5.70,,,,,,,,
Purple semi-matte,5,Purple,,Satin matt,Oxidation,Opaque,Strontium carbonate	25.00,Barium carbonate	15.00,Zinc oxide	18.00,Kaolin	25.00,Flint	17.00,Macaloid	1.00,Nickel carbonate	1.50,,,,,,,
purple/black Matt,5,purple to black,Untested,matt,Oxidation,,Albany slip	375.00,Cornwall Stone	125.00,Red iron oxide	125.00,,,,,,,,,,,
purple/black Matt,5,purple to black,Untested,matt,Oxidation,,Albany slip	375.00,Cornwall Stone	125.00,Red iron oxide	125.00,,,,,,,,,,,
Pussywillow c 5-6,5-6,Frosty,tested,Satin matt,Oxidation,Translucent,Kentucky OM #4	20.00,Kona F-4	50.00,Gerstley borate	5.00,Zinc oxide	5.00,Whiting	15.00,Flint	5.00,,,,,,,,
Pussywillow Matt,5,SemiOpaque Gray,Tested,Semi-Gloss,Oxidation,,Ball clay	20.00,Kona F-4 feldspar	50.00,Gerstley borate	5.00,Zinc oxide	5.00,Whiting	15.00,Flint	5.00,Black nickel oxide	2.00,Cobalt oxide	1.00,,,,,,
Pussywillow Matte c 5-6,5-6,Frosty,tested,Satin matt,Oxidation,Translucent,Kentucky OM #4	20.00,Kona F-4	50.00,Gerstley borate	5.00,Zinc oxide	5.00,Whiting	15.00,Flint	5.00,,,,,,,,
Pussywillow no GB,6,Clear,Tested,Satin matt,Oxidation,Semi-opaque,Kaolin	14.20,Nepheline syenite	31.80,Whiting	15.60,Zinc oxide	5.10,Flint	18.60,Frit 3124	14.30,Bentonite	1.00,,,,,,,
R-1000 matt,6,varies - see comments,Untested,matt,Ox. or Red.,,Nepheline syenite	38.70,Wollastonite	15.20,Barium carbonate	15.20,Gerstley borate	10.20,EPK	10.20,Silica	10.50,,,,,,,,
Raspberry,6,red raspberry,,Gloss,Oxidation,Translucent,Whiting	20.00,Nepheline syenite	18.00,Frit 3134	14.00,Kentucky OM #4	18.00,Silica	30.00,Chromium oxide	0.20,Tin oxide	7.50,,,,,,,
Red Iron Test#^6/23 Cone Six,6,iron red,,shiny glossy,Oxidation,Opaque,EPK	5.90,Flint	29.40,Custer feldspar	19.60,Talc	13.70,Gerstley borate	31.40,Red iron oxide	14.70,,,,,,,,
Red Ketchup,6,Red rust iron,Untested,?,oxidation,Opaque,EPK	4.95,"Silica, (325 mesh)	29.70",Custer feldspar	19.80,Talc	13.86,Gerstley borate	31.68,Red iron oxide	14.85,,,,,,,,
Red Pink to Purple Mauve,6,,Untested,,oxidation,,Gerstley borate	21.00,Nepheline syenite	16.00,EPK	11.00,Whiting	20.00,Silica	32.00,Tin oxide	5.00,Chrome Oxide	5.00,,,,,,,
Red Randy's,6 - 10,,Untested,,Ox. or Red.,,Silica	29.70,EPK	4.96,Soda feldspar	19.80,Talc	13.86,Gerstley borate	31.68,Bentonite	2.00,Red iron oxide	15.00,,,,,,,
RED TENMOKU,6,very dark brown,,glossy shiny,,,Cornwall Stone	80.86,Whiting	10.56,Gerstley borate	3.63,Lithium carbonate	4.95,Red iron oxide	10.01,,,,,,,,,
Red Tomato,6,red,Untested,Semi-gloss,oxidation,Opaque,Nepheline syenite	50.00,Silica	22.73,Kaolin	9.09,Dolomite	9.09,Bone ash	9.09,Red iron oxide	9.09,Bentonite	1.82,,,,,,,
Red Towy,6,iron red,,Gloss,Oxidation,Opaque,Custer feldspar	16.00,Talc	14.00,Gerstley borate	31.00,Bone ash	2.00,Lead bisilicate	2.00,EPK	5.00,Silica	30.00,Red iron oxide	15.00,,,,,,
Red Vals,5 - 6,tan,,,oxidation,,Flint	29.70,EPK	4.95,Feldspar	19.80,Talc	13.86,Gerstley borate	31.68,Iron oxide	2.97,Rutile	2.97,,,,,,,
Red/Gold Shaner Revision,5-6,red,,Satin matt,Oxidation,Opaque,Custer feldspar	30.00,Nepheline syenite	30.00,Whiting	20.00,Talc	4.00,Kaolin	9.00,,,,,,,,,
Reed's Glossy Black,6,,Untested,gloss,oxidation,,Gerstley borate	11.00,EPK	5.00,Custer feldspar	79.00,Whiting	5.00,Copper carbonate	4.00,Manganese dioxide	4.00,Cobalt oxide	2.00,,,,,,,
Reeds Glory Black,6,black,,glossy,,,Gerstley borate	11.00,EPK	5.00,Custer feldspar	79.00,Whiting	5.00,Copper carbonate	4.00,Manganese dioxide	6.00,Cobalt oxide	2.00,Red iron oxide	1.00,,,,,,
Reeds Glory Black,6,black,Untested,glossy,oxidation,,Gerstley borate	11.00,EPK	5.00,Custer feldspar	79.00,Whiting	5.00,Copper carbonate	4.00,Manganese dioxide	6.00,Cobalt oxide	2.00,Red iron oxide	1.00,,,,,,
Rhodes Ash Glaze revised,6 - 9,,,stony/ satin matt,,,Hardwood ash (washed)	28.00,G-200 feldspar	36.00,Dolomite	10.00,Kentucky OM #4	21.00,EPK kaolin	5.00,,,,,,,,,
Rhodes Turquoise,2 - 5,Turquoise,Untested,,Oxidation,,Zinc oxide	1040.00,Colemanite	1040.00,Barium carbonate	480.00,Talc	480.00,Keystone spar	3200.00,Flint	1760.00,Tin oxide	240.00,Copper carbonate	160.00,,,,,,
Rich Deep Red (2300F),6 - 8,copper red,,glossy shiny,,,Soda feldspar	52.00,Flint	18.00,Gerstley borate	10.00,Whiting	15.00,China clay	5.00,Tin oxide	1.00,Silicon carbide	0.50,Copper carbonate	0.50,,,,,,
Robbie Srtm. Revised (VC) 92,4 - 9,Opaque Blue Green,Untested,Rock Matte,Ox. or Red.,,Nepheline syenite	56.00,Strontium carbonate	23.00,Lithium carbonate	4.00,Ball clay	6.00,Flint	11.00,Copper carbonate	4.00,,,,,,,,
Ron Roy PMSP-4,6 - 8,clear,,glossy,oxidation,,Frit 3134	21.00,Nepheline syenite	19.00,Wollastonite	20.00,EPK	16.00,Flint	24.00,,,,,,,,,
Rosie's Red,6,red,Untested,,Ox. or Red.,,Silica	29.69,Kaolin	4.95,Kona F-4 Feldspar	19.79,Talc	13.92,Gerstley borate	31.65,Red iron oxide	15.07,,,,,,,,
Rowe brown,6,brown,,semi-gloss,,,Colemanite	50.00,EPK	20.00,Flint	30.00,Manganese dioxide	5.00,Red iron oxide	10.00,,,,,,,,,
Sana Green (C6 revision),6,yellowish green,,satin matte,,,Feldspar	30.00,Whiting	10.00,Gerstley borate	12.00,Strontium carbonate	8.00,Magnesium carbonate	3.00,EPK	5.00,Silica	32.00,Tin oxide	3.00,Copper carbonate	5.00,Rutile	5.00,Bentonite	2.00,,,
Sana's Green (original formula),6 - 10,green,,,,,Potash feldspar	30.01,Whiting	9.99,Colemanite	12.00,Barium carbonate	8.00,Magnesium carbonate	3.00,EPK	5.00,Silica	32.00,Tin oxide	3.00,Copper carbonate	5.00,Rutile	5.00,Bentonite	2.06,,,
Sana's Green rev.,4 - 7,green,Untested,matte,ox. or red.,,Potash feldspar	30.90,Whiting	10.30,Colemanite	12.40,Strontium carbonate	5.30,Magnesium carbonate	3.10,EPK	5.10,Silica	32.90,Tin oxide	3.10,Copper carbonate	5.10,Rutile	5.10,Bentonite	2.10,,,
Sandy Bronze,6,,,,,,Ball clay	100.00,Manganese dioxide	400.00,Copper carbonate	100.00,,,,,,,,,,,
Satin Base,6,base glaze - white,Untested,satin,Ox. or Red.,,Custer feldspar	24.00,Kona F-4 feldspar	19.00,Wollastonite	14.00,Talc	11.00,OM-4 ball clay	12.00,"Flint, fine mesh	20.00",,,,,,,,
Satin Base,6,base glaze - white,Untested,satin,Ox. or Red.,,Custer feldspar	24.00,Kona F-4 feldspar	19.00,Wollastonite	14.00,Talc	11.00,OM-4 ball clay	12.00,"Flint, fine mesh	20.00",,,,,,,,
Satin Base C. Gareri,4 - 8,,Untested,Satin matt,oxidation,,Nepheline syenite	34.10,EPK	1.80,Gerstley borate	16.30,Silica	31.80,Whiting	3.90,Zinc oxide	6.10,Barium carbonate	5.90,Bentonite	2.00,,,,,,
Satin Black,6,black,,satin matte,,,G-200 feldspar	24.07,Gerstley borate	14.81,Silica	24.07,EPK	20.37,Dolomite	16.67,Cobalt carbonate	2.50,Black iron oxide	13.89,,,,,,,
Satin Clear Odyssey,6,Clear,,Satin matt,Oxidation,Transparent,Nepheline syenite	60.00,Strontium carbonate	20.00,Kentucky OM #4	10.00,Silica	9.00,Lithium carbonate	1.00,,,,,,,,,
Satin Dixon 5-6,5-6,Clear,tested,Satin matt,Oxidation,Transparent,Gerstley borate	2.90,Magnesium carb	2.90,Whiting	22.40,Nepheline syenite	22.70,Kaolin	20.30,Flint	28.80,,,,,,,,
Satin Dixon no GB,6,Clear,,Satin matt,Oxidation,Translucent,Magnesium carbonate	2.90,Whiting	22.30,EPK	20.30,Nepheline syenite	22.60,Flint	20.00,Frit 3124	11.70,,,,,,,,
Satin Dixon no GB Revised,6,Clear,,Satin matt,Oxidation,Translucent,Dolomite	5.96,Whiting	18.93,Calcined kaolin	8.00,Kaolin - theoretical	12.39,Custer feldspar	31.98,Silica	14.44,Frit 3134	7.38,,,,,,,
Satin Gloss Butter,6,Yellow,,,Oxidation,Opaque,Frit 3134	12.50,Custer feldspar	36.50,EPK	25.00,Dolomite	14.30,Flint	1.50,Wollastonite	8.50,Talc	16.00,Tin oxide	3.00,Rutile	5.00,,,,,
Satin Matt  4,5 - 6,,Untested,Satin Matt,Ox or Red,,Gerstley borate	4000.00,Clay	4000.00,,,,,,,,,,,,
Satin Matt  Xavier,6,Clear,,Satin matt,Oxidation,Transparent,Custer feldspar	40.00,Frit 3124	9.00,Whiting	16.00,Talc	9.00,EPK	10.00,Flint	16.00,,,,,,,,
Satin matt charcoal brown to black,6 - 8,charcoal brown to black,,Satin matt,,,Red iron oxide	42.86,,,,,,,,,,,,,
Satin Matt G218 Conrad's,5-9,Translucent White,Untested,Satin Matte,Ox. or Red.,,Soda feldspar	47.00,Flint	15.00,Talc	14.00,Gerstley borate	12.00,Dolomite	8.00,Kaolin	4.00,,,,,,,,
Satin Matt Kathy King,5-6,Clear,,Waxy,Oxidation,Transparent,Gerstley borate	2.94,Magnesium carbonate	2.94,Whiting	22.35,Nepheline syenite	22.65,EPK	20.30,Flint	20.00,Frit 3124	8.82,,,,,,,
Satin Matt King- Pinnell recalc,8,Clear,Tested,Satin matt,Oxidation,Transparent,Frit 3124	15.90,Nepheline syenite	23.70,Dolomite	8.20,Wollastonite	24.60,EPK	20.00,Flint	7.70,,,,,,,,
Satin Matt V.C. Good Color,5 - 6,Semi-opaque,Untested,Satin Matt,Ox or Red,,Kona F-4 feldspar	50.00,Barium carbonate	22.00,Frit 3185	8.00,Whiting	5.00,EPK	5.00,Flint	10.00,,,,,,,,
Satin Matt white L. A.,5,Opaque White,Untested,Satin Matte,Ox. or Red.,,Kona F-4 feldspar	60.20,Flint	5.80,Whiting	18.20,Zinc oxide	10.00,EPK	5.80,Opax	4.00,,,,,,,,
Satin Matte Gray-Green Pete's,6,gray-green,,Satin matt,Oxidation,Opaque,Frit 3134	8.50,Nepheline syenite	26.00,Spodumene	27.30,Strontium carbonate	15.50,Grolleg	14.30,Silica	7.00,Lithium carbonate	1.40,,,,,,,
Satin no GB,6,Clear,Tested,Waxy,Oxidation,Translucent,Dolomite	10.00,Whiting	13.30,Custer feldspar	36.50,EPK	23.50,Frit 3134	16.70,,,,,,,,,
SATIN OATMEAL,6,off white,,Waxy,Oxidation,Translucent,Custer feldspar	37.84,Dolomite	5.41,Whiting	4.86,Kaolin	8.65,Flint	12.97,Gerstley borate	18.38,Talc	11.89,Titanium dioxide	3.78,Zircopax	4.32,,,,,
SATIN OATMEAL,6,off white,,satin matte,,,Custer feldspar	37.84,Dolomite	5.41,Whiting	4.86,Kaolin	8.65,Flint	12.97,Gerstley borate	18.38,Talc	11.89,Titanium dioxide	3.78,Zircopax	4.32,,,,,
Satin Spodumene,6,pale yellow ivory or very opaqu,Untested,satin matt,reduction,,Spodumene	30.00,Dolomite	24.00,Custer feldspar	21.00,Silica	12.00,Kaolin	9.00,Gerstley borate	4.00,Zircopax	5.00,,,,,,,
Satin Wanamaker (Jeff Dietrich),6 - 7,,,Satin matt,Oxidation,,Dolomite	18.39,Spodumene	11.50,Nepheline syenite	51.71,Ball clay	13.80,Zinc oxide	4.60,Titanium dioxide	2.30,,,,,,,,
SCVC  5,5 - 6,White,Untested,"Satin, Waxy Matt",Ox or Red,,Cornwall Stone	3200.00,Frit 3124	720.00,Talc	720.00,Whiting	1280.00,EPK	800.00,Flint	1280.00,,,,,,,,
Sea Foam,6,varies -see comments,Untested,?,Ox. or Red.,,Kona F-4 Feldspar	34.00,Nepheline syenite	17.00,Whiting	12.60,Barium carbonate	1.60,Zinc oxide	6.00,Gerstley borate	3.30,Dolomite	2.60,Talc	3.30,Kaolin	12.30,Silica	7.30,,,,
Seafoam Pete's,6,Green,,Satin matt,Oxidation,Opaque,Frit 3134	9.00,F-4 spar	51.30,Strontium carbonate	25.50,Grolleg	13.60,Copper carbonate	5.00,Titanium dioxide	5.00,,,,,,,,
Semi-gloss gray-brown,5,gray- brown,Untested,semi-gloss,Oxidation,,Albany Slip	60.00,Nepheline syenite	40.00,,,,,,,,,,,,
Semi-transparent Matte,5,semi-transparent,Untested,matte:,oxidation,,Whiting	4.10,Frit 3195	41.54,G-200 Feldspar	16.92,EPK	6.67,Flint	30.77,Bentonite	2.56,,,,,,,,
SG Dryish Stone Matt,5 - 6,Peacock Blue,Untested,Matt,Reduction,,Neph Sye	3360.00,Gerstley borate	960.00,Dolomite	560.00,Talc	1120.00,EPK	400.00,Flint	1600.00,Cobalt carbonate	40.00,Chrome oxide	40.00,Iron oxide	40.00,,,,,
SG Less Silky Test,cone 5-6,Clear,tested,Waxy,Oxidation,Translucent,Gerstley borate	17.70,Nepheline syenite	28.46,Dolomite	10.70,Magnesium carb	4.28,EPK	6.59,Flint	32.27,,,,,,,,
SG Silky,5,Translucent White,Untested,Semi-Matte or Satin,Oxidation,,Gerstley	18.00,Kona F-4	40.00,,,,,,,,,,,,
SG Silky c 5-6,5-6,Frosty,,Satin matt,Oxidation,Translucent,Gerstley borate	18.00,Flint	17.00,EPK	4.00,Talc	13.00,Dolomite	8.00,Kona F-4	40.00,Zircopax	10.00,Bentonite	2.00,,,,,,
SG-42 Clear Glaze,5 - 7,clear,Untested,gloss,Ox. or Red.,,Pemco Frit P-626	20.58,Nepheline syenite	23.85,Wollastonite	13.85,Whiting	4.62,EPK	6.83,"Silica, 325 mesh	30.28",Bentonite	1.92,,,,,,,
Shaner Revision,5-6,,,,Ox. or Red.,,cuts	30.00,Nepheline syenite	30.00,Whiting	20.00,Talc	4.00,,,,,,,,,,
Shaner Revision 1,5 - 6,Gold,Untested,,Reduction,,Custer spar	2424.00,Nepheline Sye	2424.00,Whiting	1616.00,Talc	323.00,Kaolin	727.00,Bone ash	485.00,Iron oxide	323.00,Rutile	323.00,,,,,,
Shaner Revision 2,5 - 6,Gold,Untested,,Reduction,,Custer spar	1861.00,Nepheline Sye	2790.00,Whiting	1861.00,Talc	465.00,Kaolin	465.00,Bone ash	558.00,Iron oxide	372.00,Rutile	372.00,,,,,,
Shimmer,4 - 8,,,matt to glossy,,,Custer feldspar	44.55,Whiting	21.78,Silica	12.87,China clay	14.85,Lithium carbonate	5.94,,,,,,,,,
Shino,6,,Untested,,reduction,,Nepheline syenite	40.00,Spodumene	40.00,EPK	10.00,Soda ash	10.00,,,,,,,,,,
Shino Falls Creek,5 - 7,,Untested,,oxidation,,Alberta slip	56.10,Gerstley borate	18.70,Kona F-4 feldspar	9.40,Silica	9.40,Lithium carbonate	6.50,Superpax	9.40,Tin oxide	4.70,,,,,,,
Shino Falls Creek,5 - 7,,,Semi-gloss,Reduction,Opaque,Alberta slip	56.07,Gerstley borate	18.69,Kona F-4 feldspar	9.35,Silica	9.35,Lithium carbonate	6.54,Superpax	9.35,Tin oxide	4.67,,,,,,,
Shino type Glaze,6,translucent,,Shiny or Glossy,,,Gerstley borate	5.00,Soda ash	4.00,Spodumene	22.00,Nepheline syenite	54.00,Kentucky OM #4	15.00,Bentonite	1.50,,,,,,,,
Shiny,5,Transparent Clear,Untested,Shiny or Glossy,Oxidation,,Kona F-4 feldspar	25.50,Flint	3.00,Kaolin	10.00,Dolomite	10.00,Gerstley borate	20.00,Tin oxide	2.80,Zinc oxide	10.00,Bentonite	2.00,,,,,,
Shiny cone 5-6,5-6,Clear,untested,Gloss,Oxidation,Transparent,Kona F-4	24.00,Flint	28.00,EPK	9.00,Dolomite	9.00,Gerstley borate	18.00,Tin oxide	3.00,Zinc oxide	9.00,Bentonite	2.00,,,,,,
Shiny Transparent,2 - 5,Transparent Clear,Untested,Glossy or shiny,Ox. or Red.,,Gerstley borate	50.00,Petalite	40.00,Flint	10.00,,,,,,,,,,,
Silky Black Matt,5 - 6,Opaque Black,Untested,matte,Ox. or Red.,,Gerstley borate	7.51,Talc	5.42,Dolomite	3.34,Kona F-4 feldspar	16.69,Neph Sye	32.93,Whiting	7.12,Zinc oxide	6.45,EPK	12.57,Flint	7.96,Cobalt oxide	0.11,Copper Oxide	0.33,Red iron oxide	0.33,Bentonite	0.11,
Simple Clear Glaze,6,,Untested,,oxidation,,Gerstley borate	44.67,EPK	26.81,Silica	28.52,,,,,,,,,,,
Slip #1818 Kawai,6 - 10,,,Slip or Engobe,,Opaque,Kaolin	80.00,Grog (150 mesh)	20.00,,,,,,,,,,,,
slip Barranger,5-6,White,,unglazed,Ox. or Red.,Opaque,Nepheline syenite	15.00,Ball clay	25.00,EPK	25.00,Frit 3124	10.00,Flint	25.00,,,,,,,,,
